Tag_Tuple,Tag1_Count,Tag2_Count,Co-Occurency_Count,P1,P2,P12,P1*P2-P12,|d|/std1,|d|/std2,|d|/std1+std2
"('New textures', 'English')",227,298,102,0.14856,0.195026,0.066754,-0.037780937439999995,4.152469362401053,3.72732466705635,2.7737837073090117
"('Saved games', 'Italian')",249,4,4,0.162958,0.002618,0.002618,-0.0021913759560000003,0.23193543305288603,1.676343385549368,0.22974684442178936
"('New textures', 'Russian')",227,5,3,0.14856,0.003272,0.001963,-0.00147691168,0.16232605429422792,1.0109303275039323,0.16027304071485624
"('Gameplay Effects/Changes', 'Body models')",57,22,5,0.037304,0.014398,0.003272,-0.002734897008,0.5641315231135012,0.8974304074849998,0.47760659454539844
"('Gameplay Effects/Changes', 'New models')",57,65,6,0.037304,0.042539,0.003927,-0.002340125144,0.48270130754441976,0.4532591452314952,0.33042110897084503
"('English', 'Italian')",298,4,4,0.195026,0.002618,0.002618,-0.002107421932,0.20791029241965656,1.6121208260030162,0.20620253524200727
"('English', ""Modder's Resource"")",298,23,19,0.195026,0.015052,0.012435,-0.009499468648,0.9371817168869814,3.049700807177545,0.8958366248712795
"('Saved games', ""Modder's Resource"")",249,23,6,0.162958,0.015052,0.003927,-0.001474156184,0.15602482631402473,0.47326176556170785,0.14817976043263276
"(""Modder's Resource"", 'Tutorials for Modders')",23,9,5,0.015052,0.00589,0.003272,-0.00318334372,1.0219777834049197,1.6261864662141265,0.8652908655789645
"('Non-Playable Resource', 'Utilities for Players')",6,27,3,0.003927,0.01767,0.001963,-0.00189360991,1.1835215229473077,0.5618303763583851,0.5075456246805748
"('Audio - Sound FX', 'English')",1,298,1,0.000654,0.195026,0.000654,-0.000526452996,0.8049603063699692,0.05193786525685844,0.051830089787135
"(""Modder's Resource"", 'User Interface')",23,7,2,0.015052,0.004581,0.001309,-0.001240046788,0.39810349719904903,0.7178217940449862,0.3481463016359692
"('Compilation', 'Performance Optimization')",7,2,1,0.004581,0.001309,0.000654,-0.0006480034709999999,0.37510763190702945,0.7005733585863028,0.3306890591426348
"('Nudity', 'Sexy/Skimpy')",2,11,1,0.001309,0.007199,0.000654,-0.0006445765089999999,0.6968683810892182,0.29803616151544815,0.2740268955890542
"('Gameplay Effects/Changes', ""Modder's Resource"")",57,23,2,0.037304,0.015052,0.001309,-0.0007475001920000001,0.15418804459805627,0.23997678432127084,0.12972000608323983
"('New textures', 'Tutorials for Modders')",227,9,3,0.14856,0.00589,0.001963,-0.0010879815999999998,0.11957909376999505,0.5557869677390637,0.11690392002030069
"('Official', 'Face models')",2,107,1,0.001309,0.070026,0.000654,-0.000562335966,0.6079559971284367,0.08613754207968703,0.08528576898750212
"('Sexy/Skimpy', 'Utilities for Players')",11,27,1,0.007199,0.01767,0.000654,-0.0005267936699999999,0.24357630339494066,0.1562986570340218,0.13154530566890424
"('Translation', 'French')",5,4,1,0.003272,0.002618,0.000654,-0.0006454339039999999,0.44179263850961054,0.4937394940458612,0.32923360267983304
"('New textures', ""Modder's Resource"")",227,23,7,0.14856,0.015052,0.004581,-0.00234487488,0.25772312064324066,0.7527965067574535,0.24382973183192527
"('New models', 'Sexy/Skimpy')",65,11,3,0.042539,0.007199,0.001963,-0.001656761739,0.320898397932596,0.7660454613886942,0.29597841990694235
"('Saved games', 'French')",249,4,1,0.162958,0.002618,0.000654,-0.00022737595599999996,0.024065492128943457,0.1739364616235499,0.023838405384232302
"('Unrealistic', 'English')",5,298,2,0.003272,0.195026,0.001309,-0.000670874928,0.4592067486914431,0.06618598788384254,0.06550905006328181
"('Environment - Weather', 'English')",2,298,1,0.001309,0.195026,0.000654,-0.0003987109659999999,0.43105676598421977,0.03933531879556416,0.03917255902636067
"('Humor, Joke or Just for Fun', 'Sexy/Skimpy')",5,11,1,0.003272,0.007199,0.000654,-0.000630444872,0.4315328056205329,0.29150204370537813,0.24155463728380985
"('English', 'French')",298,4,2,0.195026,0.002618,0.001309,-0.000798421932,0.07876929381618827,0.6107712010443118,0.078122289642766
"('New textures', 'Polish')",227,8,6,0.14856,0.005236,0.003927,-0.0031491398399999997,0.3461191698666478,1.7056651435376962,0.3392057390066913
"('Official', 'Performance Optimization')",2,2,1,0.001309,0.001309,0.000654,-0.000652286519,0.7052038728607338,0.7052038728607338,0.4986544406188408
"('Gameplay Effects/Changes', 'Sexy/Skimpy')",57,11,2,0.037304,0.007199,0.001309,-0.001040448504,0.21461495535874445,0.48107753549338617,0.19599606056857996
"('User Interface', 'Utilities for Players')",7,27,1,0.004581,0.01767,0.000654,-0.0005730537299999999,0.3317217225458199,0.17002392683901635,0.15130688285136135
"('Gameplay Effects/Changes', 'User Interface')",57,7,1,0.037304,0.004581,0.000654,-0.00048311037599999994,0.09965193988936355,0.2796565098816802,0.09387034700600126
"('English', 'German')",298,3,2,0.195026,0.001963,0.001309,-0.0009261639620000001,0.09137184027748256,0.8179298999898837,0.09080699015484567
"('New models', 'New textures')",65,227,8,0.042539,0.14856,0.005236,0.00108359384,0.20988143260449219,0.1190968389556855,0.1035821512202415
"('Body models', 'Tutorials for Modders')",22,9,3,0.014398,0.00589,0.001963,-0.00187819578,0.6163120582791639,0.9594617568776032,0.5185475838148069
"('New textures', 'Saved games')",227,249,2,0.14856,0.162958,0.001309,0.022900040479999998,2.5169231611036462,2.42374239395799,1.745857257556492
"('Environment - Other', 'English')",11,298,4,0.007199,0.195026,0.002618,-0.0012140078260000002,0.561327053435567,0.11976942930639083,0.11713280680997815
"('Saved games', 'German')",249,3,2,0.162958,0.001963,0.001309,-0.0009891134460000002,0.10468785824190288,0.8735229345551121,0.1039440473602783
"('Environment - Sky', 'English')",2,298,1,0.001309,0.195026,0.000654,-0.0003987109659999999,0.43105676598421977,0.03933531879556416,0.03917255902636067
"('Body models', 'Face models')",22,107,8,0.014398,0.070026,0.005236,-0.0042277656520000005,1.3873010357344493,0.647601013932311,0.5868136921313676
"('English', 'Spanish')",298,4,2,0.195026,0.002618,0.001309,-0.000798421932,0.07876929381618827,0.6107712010443118,0.078122289642766
"('New textures', 'French')",227,4,1,0.14856,0.002618,0.000654,-0.00026506991999999995,0.029133600071255882,0.20277132542386075,0.02883747287950342
"('Compilation', 'Body models')",7,22,1,0.004581,0.014398,0.000654,-0.000588042762,0.34039837406038975,0.1929606321468705,0.16786559873028306
"('Environment - Sky', 'Environment - Weather')",2,2,2,0.001309,0.001309,0.001309,-0.001307286519,1.4133413604051923,1.4133413604051923,0.9993832600739319
"('Face models', 'Saved games')",107,249,23,0.070026,0.162958,0.015052,-0.003640703092,0.557675899725035,0.38533235063933546,0.3170169048145581
"('Body models', 'New models')",22,65,10,0.014398,0.042539,0.006545,-0.005932523477999999,1.9467010811384338,1.1490712484323689,0.9895445704374333
"('Gameplay Effects/Changes', 'Tutorials for Players')",57,14,1,0.037304,0.009162,0.000654,-0.00031222075199999997,0.0644022673827148,0.1280934644341409,0.057539115380229156
"('Saved games', 'Spanish')",249,4,2,0.162958,0.002618,0.001309,-0.000882375956,0.09339075246763101,0.6749937605906633,0.09250949885144201
"('Face models', 'Sexy/Skimpy')",107,11,2,0.070026,0.007199,0.001309,-0.000804882826,0.12329040375445666,0.3721578192523712,0.1170352565843913
"('Saved games', 'Unrealistic')",249,5,1,0.162958,0.003272,0.000654,-0.00012080142399999996,0.012785633844403323,0.08268728914599778,0.012635473384504802
"('Compilation', 'Saved games')",7,249,1,0.004581,0.162958,0.000654,9.251059799999996e-05,0.05355130473071673,0.00979133021440865,0.00963165800230517
"('New models', 'Non-Playable Resource')",65,6,1,0.042539,0.003927,0.000654,-0.000486949347,0.09431728271377214,0.3043472838392766,0.09009038616273515
"('Scripted Events', 'Skills')",3,6,1,0.001963,0.003927,0.000654,-0.000646291299,0.5707639243637532,0.40393729374814785,0.3297191004607149
"('Body models', 'Spanish')",22,4,3,0.014398,0.002618,0.001963,-0.001925306036,0.6317708401327885,1.4728070871499845,0.5806079520817534
"('Humor, Joke or Just for Fun', 'English')",5,298,1,0.003272,0.195026,0.000654,-1.58749279999999e-05,0.010866219273275194,0.0015661604695784161,0.0015501420752199993
"('Anime', 'Unrealistic')",3,5,1,0.001963,0.003272,0.000654,-0.0006475770639999999,0.5718994313376906,0.44325960872186676,0.35034792876317605
"('Compilation', 'Environment - Other')",7,11,1,0.004581,0.007199,0.000654,-0.0006210213809999999,0.3594885984654596,0.2871448556190909,0.22435818497220725
"('Gameplay Effects/Changes', 'Environment - Weather')",57,2,1,0.037304,0.001309,0.000654,-0.000605169064,0.12482917814340301,0.6542639702604451,0.12261736328678013
"('English', 'Non-Playable Resource')",298,6,2,0.195026,0.003927,0.001309,-0.0005431328980000001,0.05358344142254828,0.33946245803273434,0.052928120707551166
"('Environment - Other', 'Environment - Sky')",11,2,2,0.007199,0.001309,0.001309,-0.0012995765090000001,0.6008918862694799,1.405005868633677,0.5524850989283113
"('Body models', 'English')",22,298,14,0.014398,0.195026,0.009162,-0.006354015652,2.0850097239714507,0.6268631981981265,0.60031814641534
"('Environment - Other', 'French')",11,4,1,0.007199,0.002618,0.000654,-0.000635153018,0.29367897342916105,0.4858748940914356,0.25133473013608054
"('Translation', 'English')",5,298,2,0.003272,0.195026,0.001309,-0.000670874928,0.4592067486914431,0.06618598788384254,0.06550905006328181
"('Gameplay Effects/Changes', 'Saved games')",57,249,4,0.037304,0.162958,0.002618,0.0034609852319999993,0.7139028872715392,0.3663109957813021,0.32591155079536643
"('Environment - Sky', 'French')",2,4,1,0.001309,0.002618,0.000654,-0.000650573038,0.7033513841121916,0.4976707926734491,0.4062576458386965
"(""Modder's Resource"", 'Tutorials for Players')",23,14,2,0.015052,0.009162,0.001309,-0.001171093576,0.3759668204978572,0.48045952219859783,0.2960892042400878
"('Performance Optimization', 'English')",2,298,1,0.001309,0.195026,0.000654,-0.0003987109659999999,0.43105676598421977,0.03933531879556416,0.03917255902636067
"('Humor, Joke or Just for Fun', 'Saved games')",5,249,2,0.003272,0.162958,0.001309,-0.000775801424,0.5310278185641657,0.0821108941830909,0.08114654546301482
"('Face models', 'Non-Playable Resource')",107,6,2,0.070026,0.003927,0.001309,-0.001034007898,0.15838734174919153,0.6462633067760533,0.15383466462757833
"('Face models', 'Translation')",107,5,1,0.070026,0.003272,0.000654,-0.0004248749279999999,0.0650815245724546,0.29082236665042127,0.06351066083814899
"('Face models', 'New models')",107,65,8,0.070026,0.042539,0.005236,-0.002257163986,0.3457480395711149,0.4371903876870931,0.2711912546969538
"('English', 'Tutorials for Modders')",298,9,5,0.195026,0.00589,0.003272,-0.0021232968600000002,0.209476452889235,1.0846697438902235,0.20567600303045644
"('Gameplay Effects/Changes', 'Performance Optimization')",57,2,1,0.037304,0.001309,0.000654,-0.000605169064,0.12482917814340301,0.6542639702604451,0.12261736328678013
"('Face models', 'English')",107,298,38,0.070026,0.195026,0.024869,-0.011212109323999997,1.717449348950412,1.1061443808652538,0.9299547093556816
"('Compilation', 'English')",7,298,4,0.004581,0.195026,0.002618,-0.0017245858940000002,0.9983053481492963,0.17014113409367082,0.167722702297415
"('User Interface', 'Utilities for Modders')",7,8,1,0.004581,0.005236,0.000654,-0.000630013884,0.3646940590165295,0.34123372618587855,0.24916994830310737
"('Tutorials for Players', 'Utilities for Players')",14,27,5,0.009162,0.01767,0.003272,-0.0031101074600000003,1.2759704047918838,0.9227628327984517,0.7477227701694193
"('English', 'Russian')",298,5,3,0.195026,0.003272,0.001963,-0.001324874928,0.1307071590730467,0.9068627887517207,0.12937031086357556
"('English', 'Utilities for Players')",298,27,19,0.195026,0.01767,0.012435,-0.008988890579999999,0.8868100120997013,2.6669863475765934,0.8415084880029545
"('Compilation', 'Translation')",7,5,1,0.004581,0.003272,0.000654,-0.000639010968,0.3699021713559596,0.43739620717119987,0.2824426533068114
"('Compilation', 'Non-Playable Resource')",7,6,1,0.004581,0.003927,0.000654,-0.000636010413,0.3681652499800295,0.3975116567720678,0.27011167685326426
"('Nudity', 'Spanish')",2,4,1,0.001309,0.002618,0.000654,-0.000650573038,0.7033513841121916,0.4976707926734491,0.4062576458386965
"('Saved games', 'Utilities for Players')",249,27,12,0.162958,0.01767,0.007853,-0.0049735321400000004,0.5263990998600456,1.4756373101399352,0.49579742769797785
"('New models', 'Utilities for Players')",65,27,2,0.042539,0.01767,0.001309,-0.0005573358699999999,0.10795045756025247,0.1653604683554534,0.09039375629423055
"('Anime', 'Humor, Joke or Just for Fun')",3,5,1,0.001963,0.003272,0.000654,-0.0006475770639999999,0.5718994313376906,0.44325960872186676,0.35034792876317605
"('Gameplay Effects/Changes', 'Skills')",57,6,5,0.037304,0.003927,0.003272,-0.003125507192,0.644703302379408,1.9534672966823476,0.6122232143540621
"('Translation', 'Utilities for Players')",5,27,1,0.003272,0.01767,0.000654,-0.0005961837599999999,0.4080814390670441,0.17688656174151363,0.16229581971103796
"('Body models', 'Utilities for Players')",22,27,1,0.014398,0.01767,0.000654,-0.00039958733999999996,0.13112078016579085,0.11855678639759863,0.08793955328333926
"('Environment - Weather', 'French')",2,4,1,0.001309,0.002618,0.000654,-0.000650573038,0.7033513841121916,0.4976707926734491,0.4062576458386965
"('Face models', 'French')",107,4,1,0.070026,0.002618,0.000654,-0.00047067193199999994,0.0720966215921846,0.36005130831687454,0.07069329124657785
"('New textures', 'Humor, Joke or Just for Fun')",227,5,1,0.14856,0.003272,0.000654,-0.00016791167999999997,0.018455023989190078,0.11493375802548698,0.018221614663606632
"('Face models', 'Polish')",107,8,5,0.070026,0.005236,0.003272,-0.0029053438640000004,0.44503498704057737,1.5736181975380064,0.42823878276656646
"('New textures', 'Translation')",227,5,1,0.14856,0.003272,0.000654,-0.00016791167999999997,0.018455023989190078,0.11493375802548698,0.018221614663606632
"('Gameplay Effects/Changes', 'Spanish')",57,4,2,0.037304,0.002618,0.001309,-0.001211338128,0.2498646278653932,0.9266409321397854,0.2412480827664057
"('Environment - Other', 'Environment - Weather')",11,2,2,0.007199,0.001309,0.001309,-0.0012995765090000001,0.6008918862694799,1.405005868633677,0.5524850989283113
"('Gameplay Effects/Changes', 'French')",57,4,1,0.037304,0.002618,0.000654,-0.000556338128,0.11475674389079371,0.425583633172672,0.1107993743839715
